Bedrooms,Bathrooms,Square_Feet,Laundry_Type,Location_Zone,Parking,Room_Ratio,Size_per_Bedroom,Rent_Price_USD
2,1.0,1012,In-unit,North_South,Premium_fee,1.9980019980019983,506.0,2600
1,1.0,656,In-unit,North_South,Premium_fee,0.9990009990009991,656.0,1800
3,2.0,1191,In-unit,North,Premium_fee,1.4992503748125938,397.0,3800
2,1.0,1038,In-unit,South_West,Premium_fee,1.9980019980019983,519.0,2450
2,1.0,1091,In-unit,South_West,Premium_fee,1.9980019980019983,545.5,2000
1,1.0,698,In-unit,North,Premium_fee,0.9990009990009991,698.0,1600
3,1.0,1241,In-unit,South_East,Premium_fee,2.997002997002997,413.6666666666667,2900
2,1.0,1090,In-unit,South_East,Premium_fee,1.9980019980019983,545.0,2600
1,1.0,655,In-unit,North,Premium_fee,0.9990009990009991,655.0,2000
3,1.0,1176,In-unit,North,Premium_fee,2.997002997002997,392.0,2500
2,1.0,900,In-unit,North,Premium_fee,1.9980019980019983,450.0,2200
1,1.0,661,In-unit,South_East,Premium_fee,0.9990009990009991,661.0,1500
0,1.0,534,In-unit,North,Premium_fee,0.0,,1689
0,1.0,511,In-unit,North,Premium_fee,0.0,,1800
0,1.0,511,In-unit,North,Premium_fee,0.0,,2050
0,1.0,520,In-unit,North,Premium_fee,0.0,,2095
1,1.0,554,In-unit,North,Premium_fee,0.9990009990009991,554.0,1789
1,1.0,692,In-unit,North,Premium_fee,0.9990009990009991,692.0,1829
1,1.0,595,In-unit,North,Premium_fee,0.9990009990009991,595.0,1839
1,1.0,592,In-unit,North,Premium_fee,0.9990009990009991,592.0,1879
1,1.0,554,In-unit,North,Premium_fee,0.9990009990009991,554.0,1959
1,1.0,595,In-unit,North,Premium_fee,0.9990009990009991,595.0,2009
1,1.0,595,In-unit,North,Premium_fee,0.9990009990009991,595.0,2019
1,1.0,916,In-unit,North,Premium_fee,0.9990009990009991,916.0,2730
1,1.0,800,In-unit,North,Premium_fee,0.9990009990009991,800.0,2750
1,1.0,717,In-unit,North,Premium_fee,0.9990009990009991,717.0,2785
1,1.0,814,In-unit,North,Premium_fee,0.9990009990009991,814.0,2835
2,1.0,1041,In-unit,North,Premium_fee,1.9980019980019983,520.5,2179
2,1.0,1091,In-unit,North,Premium_fee,1.9980019980019983,545.5,2329
2,1.0,917,In-unit,North,Premium_fee,1.9980019980019983,458.5,2399
2,1.0,746,In-unit,North,Premium_fee,1.9980019980019983,373.0,2279
2,1.0,746,In-unit,North,Premium_fee,1.9980019980019983,373.0,2529
2,1.0,746,In-unit,North,Premium_fee,1.9980019980019983,373.0,2579
2,1.0,750,In-unit,North,Premium_fee,1.9980019980019983,375.0,2729
2,2.0,1151,In-unit,North,Premium_fee,0.9995002498750625,575.5,3250
2,2.0,1100,In-unit,North,Premium_fee,0.9995002498750625,550.0,3855
0,1.0,658,In-unit,South_East,Premium_fee,0.0,,2364
0,1.0,658,In-unit,South_East,Premium_fee,0.0,,2389
0,1.0,656,In-unit,South_East,Premium_fee,0.0,,2472
0,1.0,505,In-unit,South_East,Premium_fee,0.0,,2672
0,1.0,501,In-unit,South_East,Premium_fee,0.0,,2744
1,1.0,783,In-unit,South_East,Premium_fee,0.9990009990009991,783.0,2525
1,1.0,783,In-unit,South_East,Premium_fee,0.9990009990009991,783.0,2650
1,1.0,756,In-unit,South_East,Premium_fee,0.9990009990009991,756.0,2605
1,1.0,756,In-unit,South_East,Premium_fee,0.9990009990009991,756.0,2651
1,1.0,783,In-unit,South_East,Premium_fee,0.9990009990009991,783.0,2728
1,1.0,783,In-unit,South_East,Premium_fee,0.9990009990009991,783.0,2753
1,1.0,760,In-unit,South_East,Premium_fee,0.9990009990009991,760.0,2725
1,1.0,758,In-unit,South_East,Premium_fee,0.9990009990009991,758.0,2770
1,1.0,758,In-unit,South_East,Premium_fee,0.9990009990009991,758.0,2795
1,1.0,849,In-unit,South_East,Premium_fee,0.9990009990009991,849.0,2830
1,1.0,849,In-unit,South_East,Premium_fee,0.9990009990009991,849.0,2881
1,1.0,893,In-unit,South_East,Premium_fee,0.9990009990009991,893.0,2850
2,2.0,1035,In-unit,South_East,Premium_fee,0.9995002498750625,517.5,3100
1,1.0,623,Not applicable,North,Not_available,0.9990009990009991,623.0,1995
1,1.0,814,Not applicable,North,Not_available,0.9990009990009991,814.0,2025
2,1.0,926,In-unit,North,Premium_fee,1.9980019980019983,463.0,2550
2,2.0,1101,In-unit,South_East,Premium_fee,0.9995002498750625,550.5,3010
2,2.0,1056,In-unit,South_East,Premium_fee,0.9995002498750625,528.0,3140
2,2.0,1100,In-unit,South_East,Premium_fee,0.9995002498750625,550.0,3205
2,2.0,1260,In-unit,South_East,Premium_fee,0.9995002498750625,630.0,3460
1,1.0,671,In-unit,South_East,Premium_fee,0.9990009990009991,671.0,2085
1,1.0,839,In-unit,South_East,Premium_fee,0.9990009990009991,839.0,2190
2,1.0,1138,In-unit,South_East,Premium_fee,1.9980019980019983,569.0,2595
1,1.0,671,In-unit,North,Premium_fee,0.9990009990009991,671.0,2025
1,1.0,730,In-unit,North,Premium_fee,0.9990009990009991,730.0,2000
0,1.0,626,In-unit,North,Premium_fee,0.0,,2314
0,1.0,626,In-unit,North,Premium_fee,0.0,,2370
0,1.0,528,In-unit,North,Premium_fee,0.0,,2375
1,1.0,781,In-unit,North,Premium_fee,0.9990009990009991,781.0,2541
1,1.0,781,In-unit,North,Premium_fee,0.9990009990009991,781.0,2578
1,1.0,759,In-unit,North,Premium_fee,0.9990009990009991,759.0,2599
1,1.0,759,In-unit,North,Premium_fee,0.9990009990009991,759.0,2647
2,2.0,1266,In-unit,North,Premium_fee,0.9995002498750625,633.0,3688
1,1.0,554,In-unit,North,Premium_fee,0.9990009990009991,554.0,1969
1,1.0,595,In-unit,North,Premium_fee,0.9990009990009991,595.0,1839
1,1.0,595,In-unit,North,Premium_fee,0.9990009990009991,595.0,2019
1,1.0,713,In-unit,North,Premium_fee,0.9990009990009991,713.0,1829
1,1.0,592,In-unit,North,Premium_fee,0.9990009990009991,592.0,1879
2,1.0,906,In-unit,North,Premium_fee,1.9980019980019983,453.0,2329
2,1.0,1005,In-unit,North,Premium_fee,1.9980019980019983,502.5,2399
2,1.0,750,In-unit,North,Premium_fee,1.9980019980019983,375.0,2729
1,1.0,717,In-unit,South_West,Premium_fee,0.9990009990009991,717.0,2050
2,1.0,1000,In-unit,North,Premium_fee,1.9980019980019983,500.0,3200
1,1.0,711,In-unit,North,Premium_fee,0.9990009990009991,711.0,2303
2,1.0,936,In-unit,North,Premium_fee,1.9980019980019983,468.0,3277
2,1.0,1092,In-unit,North,Premium_fee,1.9980019980019983,546.0,2395
0,1.0,533,In-unit,North,Premium_fee,0.0,,2181
1,1.0,704,In-unit,North,Premium_fee,0.9990009990009991,704.0,2505
1,1.0,675,In-unit,North,Premium_fee,0.9990009990009991,675.0,1789
2,1.0,1014,In-unit,North,Premium_fee,1.9980019980019983,507.0,2279
0,1.0,539,In-unit,North,Premium_fee,0.0,,1920
2,1.0,1050,In-unit,North,Premium_fee,1.9980019980019983,525.0,3175
1,1.0,653,In-unit,North,Premium_fee,0.9990009990009991,653.0,1975
1,1.0,661,In-unit,North,Premium_fee,0.9990009990009991,661.0,1650
1,1.0,671,In-unit,South_East,Premium_fee,0.9990009990009991,671.0,2050
2,1.0,946,In-unit,South_East,Premium_fee,1.9980019980019983,473.0,2370
0,1.0,528,In-unit,North,Premium_fee,0.0,,2025
1,1.0,720,In-unit,North,Premium_fee,0.9990009990009991,720.0,2525
1,1.0,703,In-unit,South_East,Premium_fee,0.9990009990009991,703.0,1850
1,1.0,730,In-unit,North,Premium_fee,0.9990009990009991,730.0,1950
1,1.0,695,In-unit,South_East,Premium_fee,0.9990009990009991,695.0,2485
1,1.0,670,In-unit,North,Premium_fee,0.9990009990009991,670.0,1795
2,1.0,900,In-unit,South_East,Premium_fee,1.9980019980019983,450.0,1975
2,1.0,1085,In-unit,North,Standard_fee,1.9980019980019983,542.5,2300
1,1.0,710,In-unit,South_East,Premium_fee,0.9990009990009991,710.0,1928
2,1.0,916,In-unit,South_West,Premium_fee,1.9980019980019983,458.0,2100
3,2.0,1150,In-unit,South_East,Premium_fee,1.4992503748125938,383.3333333333333,2850
1,1.0,693,In-unit,South_East,Premium_fee,0.9990009990009991,693.0,1875
1,1.0,714,In-unit,South_East,Premium_fee,0.9990009990009991,714.0,1775
1,1.0,671,In-unit,South_East,Premium_fee,0.9990009990009991,671.0,1750
2,1.0,958,In-unit,South_East,Premium_fee,1.9980019980019983,479.0,2600
1,1.0,709,In-unit,North,Premium_fee,0.9990009990009991,709.0,1600
3,1.0,1186,In-unit,South_West,Premium_fee,2.997002997002997,395.3333333333333,2500
1,1.0,699,In-unit,North,Premium_fee,0.9990009990009991,699.0,1300
3,1.0,1215,In-unit,North,Premium_fee,2.997002997002997,405.0,2500
2,1.0,931,In-unit,North,Premium_fee,1.9980019980019983,465.5,2350
3,2.0,1284,In-unit,North_South,Premium_fee,1.4992503748125938,428.0,3800
1,1.0,667,In-unit,North,Premium_fee,0.9990009990009991,667.0,1750
1,1.0,680,In-unit,North,Premium_fee,0.9990009990009991,680.0,2300
